"subject","task","item","start","end","duration","blink_number"
2,"sentence",7,1724325066372,1724325066533,161,1
2,"sentence",47,1724325097120,1724325097272,152,1
2,"sentence",10,1724325114999,1724325115203,204,1
2,"sentence",23,1724325126542,1724325126697,155,1
2,"sentence",23,1724325127306,1724325127484,178,2
2,"sentence",16,1724325137262,1724325137416,154,1
2,"sentence",16,1724325139914,1724325140148,234,2
2,"sentence",42,1724325242687,1724325242693,6,1
2,"sentence",42,1724325243151,1724325243355,204,2
2,"sentence",42,1724325244445,1724325244529,84,3
2,"sentence",55,1724325251910,1724325252036,126,1
2,"sentence",54,1724325290212,1724325290569,357,1
2,"sentence",20,1724325312778,1724325312971,193,1
2,"sentence",39,1724325353186,1724325353353,167,1
2,"sentence",50,1724325355900,1724325356041,141,1
2,"sentence",36,1724325368884,1724325368973,89,1
2,"sentence",22,1724325379625,1724325379752,127,1
2,"sentence",29,1724325386995,1724325386995,0,1
2,"sentence",9,1724325609061,1724325609249,188,1
2,"sentence",9,1724325609939,1724325610093,154,2
2,"sentence",21,1724325692149,1724325692284,135,1
2,"sentence",21,1724325693169,1724325693242,73,2
2,"sentence",21,1724325693852,1724325694000,148,3
2,"sentence",21,1724325694811,1724325695309,498,4
2,"sentence",21,1724325696020,1724325696651,631,5
2,"sentence",21,1724325696763,1724325696772,9,6
2,"sentence",14,1724325702971,1724325703006,35,1
2,"sentence",14,1724325703326,1724325703703,377,2
2,"sentence",14,1724325707288,1724325707644,356,3
2,"sentence",26,1724325710016,1724325710466,450,1
2,"sentence",26,1724325710974,1724325710992,18,2
2,"sentence",26,1724325713156,1724325713246,90,3
2,"sentence",26,1724325713287,1724325713588,301,4
2,"sentence",37,1724325737288,1724325737942,654,1
2,"sentence",37,1724325738395,1724325738587,192,2
2,"sentence",37,1724325740489,1724325740506,17,3
2,"sentence",37,1724325741652,1724325741785,133,4
2,"sentence",37,1724325743537,1724325743925,388,5
2,"sentence",45,1724325745766,1724325746468,702,1
2,"sentence",45,1724325747416,1724325747440,24,2
2,"sentence",45,1724325747665,1724325747671,6,3
2,"sentence",45,1724325747773,1724325747814,41,4
2,"sentence",45,1724325748669,1724325748672,3,5
2,"sentence",45,1724325751126,1724325751524,398,6
2,"sentence",52,1724325754678,1724325754760,82,1
2,"sentence",52,1724325754845,1724325755517,672,2
2,"sentence",52,1724325755823,1724325756062,239,3
2,"sentence",52,1724325756505,1724325756525,20,4
2,"sentence",52,1724325757106,1724325757165,59,5
2,"sentence",52,1724325759676,1724325759948,272,6
2,"sentence",52,1724325760037,1724325760366,329,7
2,"sentence",52,1724325760717,1724325760726,9,8
2,"sentence",52,1724325761128,1724325761276,148,9
2,"sentence",60,1724325764557,1724325764743,186,1
2,"sentence",60,1724325766048,1724325766226,178,2
2,"sentence",60,1724325766518,1724325766530,12,3
2,"sentence",60,1724325767209,1724325767217,8,4
2,"sentence",60,1724325767924,1724325767987,63,5
2,"sentence",60,1724325768292,1724325768757,465,6
2,"sentence",60,1724325769000,1724325769023,23,7
2,"sentence",60,1724325769179,1724325769191,12,8
2,"sentence",60,1724325770154,1724325770157,3,9
2,"sentence",60,1724325770212,1724325770223,11,10
2,"sentence",60,1724325770286,1724325770868,582,11
2,"sentence",15,1724325773000,1724325773197,197,1
2,"sentence",15,1724325773757,1724325773862,105,2
2,"sentence",15,1724325774199,1724325774469,270,3
2,"sentence",15,1724325774974,1724325774990,16,4
2,"sentence",15,1724325775423,1724325776007,584,5
2,"sentence",15,1724325776213,1724325776373,160,6
2,"sentence",15,1724325776862,1724325776937,75,7
2,"sentence",8,1724325941351,1724325941431,80,1
2,"sentence",38,1724325954004,1724325954190,186,1
2,"sentence",31,1724325986051,1724325986107,56,1
2,"sentence",31,1724325986190,1724325986300,110,2
2,"sentence",31,1724325986829,1724325991978,5149,3
2,"sentence",31,1724325993881,1724325994095,214,4
2,"sentence",51,1724326003513,1724326003721,208,1
2,"sentence",56,1724326014922,1724326015070,148,1
2,"sentence",44,1724326023864,1724326023864,0,1
2,"sentence",44,1724326023954,1724326032365,8411,2
2,"sentence",30,1724326081173,1724326081325,152,1
2,"sentence",49,1724326088315,1724326088484,169,1
2,"sentence_DC",21,1724326258489,1724326258713,224,1
2,"sentence_DC",38,1724326537228,1724326537453,225,1
2,"sentence_DC",13,1724326548206,1724326548369,163,1
2,"sentence_DC",34,1724326553789,1724326553993,204,1
2,"sentence_DC",5,1724326561337,1724326561493,156,1
2,"sentence_DC",30,1724326645745,1724326645894,149,1
2,"sentence_DC",1,1724326682043,1724326684008,1965,1
2,"sentence_DC",1,1724326684010,1724326684010,0,2
2,"sentence_DC",1,1724326684012,1724326684012,0,3
2,"sentence_DC",1,1724326684014,1724326684014,0,4
2,"sentence_DC",1,1724326684016,1724326684016,0,5
2,"sentence_DC",1,1724326684018,1724326684018,0,6
2,"sentence_DC",1,1724326684020,1724326684226,206,7
2,"sentence_DC",27,1724326692237,1724326692270,33,1
2,"sentence_DC",27,1724326692611,1724326692658,47,2
2,"sentence_DC",27,1724326692700,1724326692711,11,3
2,"sentence_DC",27,1724326692772,1724326692776,4,4
2,"sentence_DC",27,1724326692870,1724326692870,0,5
2,"sentence_DC",27,1724326693403,1724326693615,212,6
2,"sentence_DC",27,1724326693665,1724326694489,824,7
2,"sentence_DC",4,1724326699575,1724326699711,136,1
2,"sentence_DC",10,1724326703313,1724326703430,117,1
20,"sentence_DC",18,1746545128182,1746545128264,82,1
20,"sentence_DC",10,1746545133705,1746545133859,154,1
20,"sentence_DC",28,1746545148398,1746545148502,104,1
20,"sentence_DC",40,1746545295191,1746545295289,98,1
20,"sentence_DC",29,1746545300390,1746545300471,81,1
20,"sentence_DC",22,1746545305431,1746545305561,130,1
20,"sentence_DC",37,1746545340099,1746545340218,119,1
20,"sentence_DC",17,1746545344314,1746545344409,95,1
20,"sentence_DC",32,1746545360963,1746545361064,101,1
20,"sentence_DC",26,1746545399021,1746545399129,108,1
20,"sentence_DC",31,1746545419833,1746545419961,128,1
20,"sentence_DC",34,1746545428625,1746545428759,134,1
20,"sentence_DC",21,1746545433232,1746545433382,150,1
20,"sentence_DC",11,1746545437605,1746545437783,178,1
20,"sentence_DC",15,1746545481786,1746545481855,69,1
20,"sentence_DC",24,1746545486290,1746545486387,97,1
20,"sentence_DC",27,1746545499036,1746545499213,177,1
20,"sentence_DC",38,1746545532486,1746545532618,132,1
20,"sentence_DC",13,1746545569694,1746545569826,132,1
20,"sentence_DC",5,1746545576383,1746545576517,134,1
20,"sentence_DC",36,1746545586411,1746545586479,68,1
20,"sentence",20,1746544382297,1746544382372,75,1
20,"sentence",42,1746544456792,1746544456933,141,1
20,"sentence",4,1746544536225,1746544536367,142,1
20,"sentence",49,1746544546498,1746544546622,124,1
20,"sentence",19,1746544551451,1746544551590,139,1
20,"sentence",57,1746544558442,1746544558577,135,1
20,"sentence",30,1746544585072,1746544585204,132,1
20,"sentence",32,1746544604051,1746544604233,182,1
20,"sentence",21,1746544629591,1746544629679,88,1
20,"sentence",21,1746544632646,1746544632662,16,2
20,"sentence",38,1746544645201,1746544645283,82,1
20,"sentence",2,1746544657998,1746544658114,116,1
20,"sentence",56,1746544709176,1746544709315,139,1
20,"sentence",13,1746544728955,1746544729052,97,1
20,"sentence",16,1746544752802,1746544752914,112,1
20,"sentence",7,1746544776831,1746544776998,167,1
20,"sentence",48,1746544800051,1746544800182,131,1
20,"sentence",15,1746544817949,1746544818074,125,1
20,"sentence",24,1746544823804,1746544823925,121,1
20,"sentence",58,1746544875877,1746544875984,107,1
20,"sentence",18,1746544879452,1746544879556,104,1
20,"sentence",18,1746544882169,1746544882273,104,2
20,"sentence",12,1746544890705,1746544890802,97,1
20,"sentence",47,1746544894025,1746544894119,94,1
20,"sentence",47,1746544896545,1746544896811,266,2
20,"sentence",29,1746544921479,1746544921921,442,1
20,"sentence",29,1746544924715,1746544924887,172,2
20,"sentence",25,1746544928364,1746544928605,241,1
20,"sentence",25,1746544930881,1746544931000,119,2
20,"sentence",9,1746544973161,1746544973323,162,1
20,"sentence",54,1746544979639,1746544979766,127,1
20,"sentence",22,1746545077480,1746545077618,138,1
20,"sentence",22,1746545079655,1746545079849,194,2
21,"sentence_DC",19,1746624324631,1746624324708,77,1
21,"sentence_DC",2,1746624468783,1746624468881,98,1
21,"sentence_DC",27,1746624497142,1746624497238,96,1
21,"sentence_DC",3,1746624541018,1746624541105,87,1
21,"sentence_DC",31,1746624616147,1746624616229,82,1
21,"sentence_DC",18,1746624643163,1746624643310,147,1
21,"sentence_DC",18,1746624643706,1746624643836,130,2
21,"sentence_DC",15,1746624647770,1746624647891,121,1
21,"sentence_DC",15,1746624649717,1746624649841,124,2
21,"sentence",28,1746623598682,1746623598772,90,1
21,"sentence",28,1746623599790,1746623599880,90,2
21,"sentence",48,1746623632939,1746623633067,128,1
21,"sentence",31,1746623639852,1746623639938,86,1
21,"sentence",31,1746623640374,1746623640471,97,2
21,"sentence",14,1746623736907,1746623736911,4,1
21,"sentence",30,1746623797455,1746623797569,114,1
21,"sentence",54,1746623839208,1746623839313,105,1
21,"sentence",33,1746623844248,1746623844344,96,1
21,"sentence",2,1746623899632,1746623899739,107,1
21,"sentence",2,1746623899835,1746623899943,108,2
21,"sentence",4,1746623904718,1746623904812,94,1
21,"sentence",56,1746623911493,1746623911596,103,1
21,"sentence",16,1746623925200,1746623925296,96,1
21,"sentence",16,1746623927409,1746623927548,139,2
21,"sentence",13,1746623953486,1746623953552,66,1
21,"sentence",6,1746624005645,1746624005712,67,1
21,"sentence",6,1746624005826,1746624005943,117,2
21,"sentence",19,1746624009944,1746624010045,101,1
21,"sentence",58,1746624111299,1746624111670,371,1
21,"sentence",58,1746624112577,1746624112751,174,2
21,"sentence",29,1746624123541,1746624123658,117,1
21,"sentence",29,1746624126768,1746624126888,120,2
21,"sentence",29,1746624127071,1746624127162,91,3
21,"sentence",10,1746624138510,1746624138599,89,1
22,"sentence_DC",26,1747139434473,1747139434552,79,1
22,"sentence_DC",16,1747139504145,1747139504180,35,1
22,"sentence_DC",32,1747139535855,1747139535918,63,1
22,"sentence_DC",11,1747139570781,1747139570857,76,1
22,"sentence_DC",17,1747139574519,1747139574529,10,1
22,"sentence_DC",34,1747139641033,1747139641041,8,1
22,"sentence_DC",5,1747139671051,1747139671189,138,1
22,"sentence_DC",6,1747139674888,1747139674987,99,1
22,"sentence_DC",15,1747139705425,1747139705479,54,1
22,"sentence_DC",27,1747139709752,1747139710127,375,1
22,"sentence_DC",27,1747139710884,1747139710974,90,2
22,"sentence_DC",12,1747139713024,1747139713030,6,1
22,"sentence_DC",22,1747139715764,1747139715923,159,1
22,"sentence",2,1747138640345,1747138640352,7,1
22,"sentence",2,1747138640745,1747138640810,65,2
22,"sentence",2,1747138641568,1747138641614,46,3
22,"sentence",7,1747138646549,1747138646597,48,1
22,"sentence",7,1747138648948,1747138648980,32,2
22,"sentence",26,1747138652356,1747138652412,56,1
22,"sentence",48,1747138659301,1747138659334,33,1
22,"sentence",47,1747138663905,1747138663909,4,1
22,"sentence",21,1747138685798,1747138685860,62,1
22,"sentence",21,1747138687852,1747138687893,41,2
22,"sentence",3,1747138691119,1747138691130,11,1
22,"sentence",16,1747138697413,1747138697435,22,1
22,"sentence",16,1747138697850,1747138697850,0,2
22,"sentence",16,1747138700134,1747138700145,11,3
22,"sentence",6,1747138703674,1747138703701,27,1
22,"sentence",6,1747138704275,1747138704275,0,2
22,"sentence",40,1747138709724,1747138709776,52,1
22,"sentence",40,1747138710500,1747138710511,11,2
22,"sentence",40,1747138710723,1747138710723,0,3
22,"sentence",57,1747138811632,1747138811713,81,1
22,"sentence",57,1747138812716,1747138812797,81,2
22,"sentence",13,1747138817767,1747138817891,124,1
22,"sentence",13,1747138818624,1747138818694,70,2
22,"sentence",35,1747138824447,1747138824485,38,1
22,"sentence",25,1747138830832,1747138830883,51,1
22,"sentence",36,1747138834228,1747138834261,33,1
22,"sentence",18,1747138861138,1747138861202,64,1
22,"sentence",27,1747138865617,1747138865638,21,1
22,"sentence",56,1747138898360,1747138898394,34,1
22,"sentence",56,1747138900769,1747138900809,40,2
22,"sentence",10,1747138909856,1747138909905,49,1
22,"sentence",10,1747138910148,1747138910178,30,2
22,"sentence",14,1747138921145,1747138921199,54,1
22,"sentence",44,1747138977049,1747138977123,74,1
22,"sentence",44,1747138977899,1747138977935,36,2
22,"sentence",44,1747138978549,1747138978621,72,3
22,"sentence",44,1747138979657,1747138979719,62,4
22,"sentence",42,1747138986608,1747138986689,81,1
22,"sentence",42,1747138988573,1747138988646,73,2
22,"sentence",54,1747138993943,1747138994085,142,1
22,"sentence",19,1747138999286,1747138999315,29,1
22,"sentence",19,1747138999558,1747138999635,77,2
22,"sentence",19,1747139002329,1747139002382,53,3
22,"sentence",33,1747139028579,1747139028612,33,1
22,"sentence",33,1747139030973,1747139031027,54,2
22,"sentence",22,1747139035392,1747139035441,49,1
22,"sentence",1,1747139050325,1747139050364,39,1
22,"sentence",1,1747139052393,1747139052488,95,2
22,"sentence",9,1747139079756,1747139079791,35,1
22,"sentence",52,1747139095068,1747139095196,128,1
22,"sentence",52,1747139096006,1747139096062,56,2
22,"sentence",52,1747139096361,1747139096426,65,3
22,"sentence",55,1747139103572,1747139103632,60,1
22,"sentence",55,1747139105649,1747139105693,44,2
22,"sentence",12,1747139162564,1747139162591,27,1
22,"sentence",12,1747139163105,1747139163198,93,2
22,"sentence",12,1747139163987,1747139164066,79,3
22,"sentence",12,1747139165891,1747139165937,46,4
22,"sentence",49,1747139171584,1747139171632,48,1
22,"sentence",11,1747139183035,1747139183094,59,1
22,"sentence",4,1747139189757,1747139189772,15,1
22,"sentence",28,1747139210987,1747139211025,38,1
22,"sentence",28,1747139212677,1747139212748,71,2
22,"sentence",37,1747139215911,1747139215983,72,1
22,"sentence",31,1747139220670,1747139220723,53,1
22,"sentence",53,1747139272976,1747139273044,68,1
22,"sentence",53,1747139275991,1747139276069,78,2
22,"sentence",60,1747139280234,1747139280370,136,1
22,"sentence",38,1747139286931,1747139287043,112,1
22,"sentence",17,1747139351450,1747139351462,12,1
22,"sentence",51,1747139364800,1747139364910,110,1
22,"sentence",24,1747139370445,1747139370486,41,1
23,"sentence_DC",7,1747142963197,1747142963321,124,1
23,"sentence_DC",21,1747143309354,1747143309418,64,1
23,"sentence",26,1747142064866,1747142065005,139,1
23,"sentence",46,1747142118841,1747142118959,118,1
23,"sentence",51,1747142125537,1747142125727,190,1
23,"sentence",17,1747142194156,1747142194208,52,1
23,"sentence",23,1747142214871,1747142214907,36,1
23,"sentence",44,1747142248778,1747142248892,114,1
23,"sentence",45,1747142300808,1747142300938,130,1
23,"sentence",31,1747142473820,1747142473857,37,1
25,"sentence",59,1747153246460,1747153246586,126,1
25,"sentence",10,1747153251543,1747153251653,110,1
25,"sentence",31,1747153259943,1747153260053,110,1
25,"sentence",31,1747153262349,1747153262501,152,2
25,"sentence",31,1747153262790,1747153262888,98,3
25,"sentence",47,1747153273340,1747153273439,99,1
25,"sentence",37,1747153317032,1747153317137,105,1
25,"sentence",57,1747153353060,1747153353166,106,1
25,"sentence",2,1747153359670,1747153359775,105,1
25,"sentence",18,1747153371703,1747153371811,108,1
25,"sentence",42,1747153444676,1747153444787,111,1
25,"sentence",45,1747153451510,1747153451623,113,1
25,"sentence",52,1747153480240,1747153480385,145,1
25,"sentence",55,1747153488298,1747153488396,98,1
25,"sentence",22,1747153636692,1747153636828,136,1
25,"sentence",19,1747153684947,1747153685072,125,1
25,"sentence",58,1747153710771,1747153710906,135,1
25,"sentence",12,1747153717545,1747153717736,191,1
25,"sentence",9,1747153723604,1747153723776,172,1
25,"sentence",30,1747153737997,1747153738104,107,1
25,"sentence",30,1747153740989,1747153741092,103,2
25,"sentence",3,1747153813174,1747153813269,95,1
25,"sentence",17,1747153841950,1747153842110,160,1
25,"sentence",29,1747153849174,1747153849314,140,1
25,"sentence",41,1747153855425,1747153855528,103,1
25,"sentence",41,1747153859117,1747153859242,125,2
25,"sentence",54,1747153868416,1747153868541,125,1
25,"sentence",60,1747153890736,1747153890852,116,1
25,"sentence",60,1747153892199,1747153892287,88,2
25,"sentence",60,1747153892742,1747153892845,103,3
25,"sentence",49,1747153899457,1747153899547,90,1
25,"sentence",25,1747153911409,1747153911496,87,1
25,"sentence",21,1747153917646,1747153917718,72,1
25,"sentence",21,1747153919675,1747153919814,139,2
25,"sentence_DC",40,1747152853038,1747152853122,84,1
25,"sentence_DC",40,1747152853337,1747152853436,99,2
25,"sentence_DC",37,1747152863128,1747152863262,134,1
25,"sentence_DC",5,1747152891840,1747152891979,139,1
25,"sentence_DC",20,1747152901579,1747152901687,108,1
25,"sentence_DC",19,1747153003659,1747153003774,115,1
25,"sentence_DC",17,1747153040316,1747153040420,104,1
25,"sentence_DC",29,1747153048126,1747153048232,106,1
25,"sentence_DC",33,1747153093180,1747153093293,113,1
25,"sentence_DC",30,1747153133760,1747153133890,130,1
25,"sentence_DC",21,1747153142772,1747153142890,118,1
25,"sentence_DC",34,1747153149360,1747153149464,104,1
25,"sentence_DC",27,1747153181489,1747153181632,143,1
26,"sentence",2,1747750867009,1747750867077,68,1
26,"sentence",38,1747750880229,1747750880361,132,1
26,"sentence",38,1747750881913,1747750882101,188,2
26,"sentence",7,1747750910065,1747750910207,142,1
26,"sentence",15,1747750927791,1747750927883,92,1
26,"sentence",48,1747750957792,1747750957890,98,1
26,"sentence",30,1747750968444,1747750968630,186,1
26,"sentence",30,1747750969851,1747750970251,400,2
26,"sentence",30,1747750970558,1747750970630,72,3
26,"sentence",27,1747750982542,1747750982661,119,1
26,"sentence",12,1747751043637,1747751043744,107,1
26,"sentence",31,1747751103536,1747751103561,25,1
26,"sentence",31,1747751104195,1747751104328,133,2
26,"sentence",19,1747751115720,1747751117667,1947,1
26,"sentence",19,1747751119601,1747751119634,33,2
26,"sentence",19,1747751119684,1747751120330,646,3
26,"sentence",47,1747751269642,1747751269758,116,1
26,"sentence",26,1747751276705,1747751276792,87,1
26,"sentence",21,1747751282459,1747751282590,131,1
26,"sentence",21,1747751282996,1747751283188,192,2
26,"sentence",21,1747751284343,1747751284435,92,3
26,"sentence",60,1747751288615,1747751288714,99,1
26,"sentence",39,1747751320943,1747751321047,104,1
26,"sentence",39,1747751321765,1747751321892,127,2
26,"sentence",35,1747751340164,1747751340323,159,1
26,"sentence",18,1747751372990,1747751373082,92,1
26,"sentence",41,1747751382445,1747751382537,92,1
26,"sentence",17,1747751390496,1747751390596,100,1
26,"sentence",40,1747751415633,1747751415768,135,1
26,"sentence",37,1747751419679,1747751419812,133,1
26,"sentence",29,1747751433049,1747751433154,105,1
26,"sentence",57,1747751519235,1747751519353,118,1
26,"sentence",54,1747751524586,1747751524700,114,1
26,"sentence",53,1747751530570,1747751530682,112,1
26,"sentence",56,1747751572601,1747751572748,147,1
26,"sentence",56,1747751575013,1747751575127,114,2
26,"sentence",46,1747751579006,1747751579167,161,1
26,"sentence",24,1747751585207,1747751585313,106,1
26,"sentence",9,1747751590520,1747751590621,101,1
26,"sentence",58,1747751614680,1747751614757,77,1
26,"sentence",58,1747751616665,1747751616718,53,2
26,"sentence",50,1747751621239,1747751621333,94,1
26,"sentence",4,1747751627412,1747751627508,96,1
26,"sentence",10,1747751639604,1747751639889,285,1
26,"sentence",10,1747751641291,1747751641391,100,2
26,"sentence_DC",25,1747750421230,1747750421314,84,1
26,"sentence_DC",25,1747750424451,1747750424738,287,2
26,"sentence_DC",25,1747750425044,1747750425122,78,3
26,"sentence_DC",2,1747750429356,1747750429448,92,1
26,"sentence_DC",35,1747750466501,1747750466698,197,1
26,"sentence_DC",13,1747750530820,1747750530943,123,1
26,"sentence_DC",3,1747750538502,1747750538747,245,1
26,"sentence_DC",18,1747750541175,1747750541279,104,1
26,"sentence_DC",7,1747750563097,1747750563291,194,1
26,"sentence_DC",37,1747750565395,1747750565573,178,1
26,"sentence_DC",36,1747750600701,1747750600861,160,1
26,"sentence_DC",29,1747750618473,1747750618610,137,1
26,"sentence_DC",28,1747750664906,1747750665023,117,1
26,"sentence_DC",11,1747750673761,1747750673873,112,1
26,"sentence_DC",6,1747750677854,1747750677947,93,1
26,"sentence_DC",16,1747750719371,1747750719499,128,1
26,"sentence_DC",30,1747750745347,1747750745484,137,1
26,"sentence_DC",23,1747750751414,1747750751529,115,1
26,"sentence_DC",27,1747750758577,1747750758694,117,1
27,"sentence",21,1747743658691,1747743658767,76,1
27,"sentence",32,1747743663971,1747743664079,108,1
27,"sentence",44,1747743669873,1747743669922,49,1
27,"sentence",7,1747743674907,1747743675044,137,1
27,"sentence",38,1747743680110,1747743680148,38,1
27,"sentence",12,1747743699721,1747743699780,59,1
27,"sentence",40,1747743705856,1747743705890,34,1
27,"sentence",40,1747743706190,1747743706278,88,2
27,"sentence",40,1747743708615,1747743708699,84,3
27,"sentence",16,1747743714651,1747743714755,104,1
27,"sentence",16,1747743715627,1747743715739,112,2
27,"sentence",45,1747743721554,1747743721625,71,1
27,"sentence",45,1747743723748,1747743723803,55,2
27,"sentence",22,1747743750519,1747743750647,128,1
27,"sentence",34,1747743762703,1747743762812,109,1
27,"sentence",17,1747743767590,1747743767658,68,1
27,"sentence",58,1747743772550,1747743772621,71,1
27,"sentence",11,1747743828145,1747743828204,59,1
27,"sentence",2,1747743836179,1747743836257,78,1
27,"sentence",3,1747743842632,1747743842724,92,1
27,"sentence",9,1747743850098,1747743850198,100,1
27,"sentence",9,1747743850862,1747743850935,73,2
27,"sentence",30,1747743876318,1747743876416,98,1
27,"sentence",42,1747743881855,1747743881938,83,1
27,"sentence",28,1747743894443,1747743894549,106,1
27,"sentence",20,1747743926571,1747743926719,148,1
27,"sentence",53,1747743933054,1747743933078,24,1
27,"sentence",6,1747743939627,1747743939700,73,1
27,"sentence",48,1747743946994,1747743947056,62,1
27,"sentence",52,1747743997327,1747743997425,98,1
27,"sentence",25,1747744001191,1747744001237,46,1
27,"sentence",4,1747744013052,1747744013135,83,1
27,"sentence",5,1747744018384,1747744018459,75,1
27,"sentence",35,1747744039362,1747744039464,102,1
27,"sentence",41,1747744046966,1747744047071,105,1
27,"sentence",10,1747744057478,1747744057583,105,1
27,"sentence",36,1747744063922,1747744063956,34,1
27,"sentence",29,1747744081792,1747744081887,95,1
27,"sentence",29,1747744084719,1747744084825,106,2
27,"sentence",19,1747744095373,1747744095465,92,1
27,"sentence",46,1747744101016,1747744101115,99,1
27,"sentence",24,1747744111276,1747744111360,84,1
27,"sentence",24,1747744111903,1747744111977,74,2
27,"sentence",33,1747744167206,1747744167272,66,1
27,"sentence",31,1747744175838,1747744175948,110,1
27,"sentence",54,1747744182929,1747744182991,62,1
27,"sentence",54,1747744183862,1747744183919,57,2
27,"sentence",23,1747744208696,1747744208773,77,1
27,"sentence",43,1747744215019,1747744215150,131,1
27,"sentence",13,1747744221762,1747744221850,88,1
27,"sentence",13,1747744222424,1747744222456,32,2
27,"sentence",27,1747744252876,1747744252942,66,1
27,"sentence",27,1747744253650,1747744253752,102,2
27,"sentence",18,1747744259396,1747744259479,83,1
27,"sentence",18,1747744260354,1747744260394,40,2
27,"sentence",49,1747744270032,1747744270156,124,1
27,"sentence_DC",15,1747743294468,1747743294542,74,1
27,"sentence_DC",31,1747743324816,1747743324876,60,1
27,"sentence_DC",2,1747743404042,1747743404150,108,1
27,"sentence_DC",21,1747743408670,1747743408716,46,1
27,"sentence_DC",30,1747743443506,1747743443611,105,1
27,"sentence_DC",8,1747743473068,1747743473145,77,1
27,"sentence_DC",35,1747743480339,1747743480381,42,1
27,"sentence_DC",11,1747743485884,1747743485984,100,1
27,"sentence_DC",18,1747743545705,1747743545799,94,1
27,"sentence_DC",40,1747743573848,1747743573893,45,1
27,"sentence_DC",38,1747743576807,1747743576847,40,1
27,"sentence_DC",19,1747743595378,1747743595463,85,1
27,"sentence_DC",33,1747743604972,1747743605018,46,1
27,"sentence_DC",26,1747743608623,1747743608748,125,1
28,"sentence",22,1747754500332,1747754500429,97,1
28,"sentence",1,1747754505354,1747754505491,137,1
28,"sentence",23,1747754540034,1747754540157,123,1
28,"sentence",46,1747754550840,1747754550953,113,1
28,"sentence",44,1747754556889,1747754556987,98,1
28,"sentence",2,1747754561924,1747754562039,115,1
28,"sentence",52,1747754582586,1747754582687,101,1
28,"sentence",24,1747754588304,1747754588465,161,1
28,"sentence",49,1747754597753,1747754597873,120,1
28,"sentence",5,1747754665296,1747754665425,129,1
28,"sentence",5,1747754665642,1747754665767,125,2
28,"sentence",13,1747754669786,1747754669893,107,1
28,"sentence",56,1747754674085,1747754674240,155,1
28,"sentence",60,1747754678871,1747754679037,166,1
28,"sentence",6,1747754683204,1747754683346,142,1
28,"sentence",9,1747754705663,1747754705769,106,1
28,"sentence",9,1747754706359,1747754706498,139,2
28,"sentence",10,1747754710699,1747754710783,84,1
28,"sentence",17,1747754715802,1747754715941,139,1
28,"sentence",11,1747754721998,1747754722133,135,1
28,"sentence",18,1747754727322,1747754727449,127,1
28,"sentence",29,1747754750432,1747754750512,80,1
28,"sentence",29,1747754751634,1747754751706,72,2
28,"sentence",20,1747754757180,1747754757313,133,1
28,"sentence",55,1747754762121,1747754762280,159,1
28,"sentence",31,1747754767453,1747754767571,118,1
28,"sentence",21,1747754773235,1747754773376,141,1
28,"sentence",7,1747754821035,1747754821137,102,1
28,"sentence",7,1747754821445,1747754821600,155,2
28,"sentence",35,1747754826291,1747754826426,135,1
28,"sentence",41,1747754830439,1747754830553,114,1
28,"sentence",3,1747754835055,1747754835148,93,1
28,"sentence",43,1747754862827,1747754862936,109,1
28,"sentence",36,1747754866916,1747754867059,143,1
28,"sentence",33,1747754871090,1747754871215,125,1
28,"sentence",26,1747754875200,1747754875361,161,1
28,"sentence",4,1747754879273,1747754879390,117,1
28,"sentence",40,1747754899271,1747754899400,129,1
28,"sentence",14,1747754904797,1747754904927,130,1
28,"sentence",8,1747754910257,1747754910418,161,1
28,"sentence",28,1747754915399,1747754915545,146,1
28,"sentence",58,1747754941746,1747754941872,126,1
28,"sentence",54,1747754946760,1747754946922,162,1
28,"sentence",19,1747754950854,1747754950974,120,1
28,"sentence",32,1747754955451,1747754955610,159,1
28,"sentence",53,1747754960044,1747754960186,142,1
28,"sentence",59,1747754981189,1747754981302,113,1
28,"sentence",15,1747754985147,1747754985291,144,1
28,"sentence",12,1747754989537,1747754989691,154,1
28,"sentence",38,1747754993417,1747754993556,139,1
28,"sentence",16,1747754997976,1747754998124,148,1
28,"sentence",57,1747755018570,1747755018694,124,1
28,"sentence",50,1747755023123,1747755023259,136,1
28,"sentence",39,1747755028313,1747755028444,131,1
28,"sentence",39,1747755028633,1747755028765,132,2
28,"sentence",37,1747755032679,1747755032807,128,1
28,"sentence",25,1747755038355,1747755038485,130,1
28,"sentence_DC",1,1747753979837,1747753979921,84,1
28,"sentence_DC",1,1747753981079,1747753981159,80,2
28,"sentence_DC",1,1747753981885,1747753981979,94,3
28,"sentence_DC",1,1747753982926,1747753983000,74,4
28,"sentence_DC",26,1747753989199,1747753989271,72,1
28,"sentence_DC",26,1747753990178,1747753990277,99,2
28,"sentence_DC",26,1747753990964,1747753991061,97,3
28,"sentence_DC",2,1747753996617,1747753996705,88,1
28,"sentence_DC",2,1747753998438,1747753998535,97,2
28,"sentence_DC",11,1747754003655,1747754003815,160,1
28,"sentence_DC",4,1747754008742,1747754008893,151,1
28,"sentence_DC",5,1747754030182,1747754030298,116,1
28,"sentence_DC",5,1747754030745,1747754030869,124,2
28,"sentence_DC",23,1747754034920,1747754035048,128,1
28,"sentence_DC",33,1747754040623,1747754040749,126,1
28,"sentence_DC",39,1747754044816,1747754044936,120,1
28,"sentence_DC",37,1747754051116,1747754051279,163,1
