"","X","trial","start_time","end_time","label","duration","subject"
"1558",1558,27,7483400,7483606,"fixation",206,13
"1559",1559,28,7255782,7256041,"fixation",259,13
"1562",1562,28,7256089,7256299,"fixation",210,13
"1565",1565,28,7256331,7256624,"fixation",293,13
"1568",1568,28,7256657,7256797,"fixation",140,13
"1571",1571,28,7256858,7256928,"fixation",70,13
"1574",1574,28,7256994,7257154,"fixation",160,13
"1577",1577,28,7257191,7257350,"fixation",159,13
"1580",1580,28,7257398,7257452,"fixation",54,13
"1581",1581,29,7473642,7473742,"fixation",100,13
"1584",1584,29,7473797,7473895,"fixation",98,13
"1587",1587,29,7473950,7474077,"fixation",127,13
"1589",1589,29,7474095,7474697,"fixation",602,13
"1592",1592,29,7474750,7474974,"fixation",224,13
"1595",1595,29,7475002,7475130,"fixation",128,13
"1597",1597,29,7475171,7475306,"fixation",135,13
"1600",1600,29,7475379,7475732,"fixation",353,13
"1603",1603,29,7475777,7475973,"fixation",196,13
"1606",1606,29,7476014,7476151,"fixation",137,13
"1609",1609,29,7476222,7476278,"fixation",56,13
"1610",1610,30,7291883,7292053,"fixation",170,13
"1613",1613,30,7292099,7292233,"fixation",134,13
"1615",1615,30,7292268,7293021,"fixation",753,13
"1618",1618,30,7293060,7293187,"fixation",127,13
"1621",1621,30,7293221,7293277,"fixation",56,13
"1624",1624,30,7293344,7293422,"fixation",78,13
"1627",1627,30,7293468,7293670,"fixation",202,13
"1630",1630,30,7293726,7293795,"fixation",69,13
"1631",1631,31,7162317,7162327,"fixation",10,13
"1634",1634,31,7162394,7163028,"fixation",634,13
"1637",1637,31,7163078,7163211,"fixation",133,13
"1640",1640,31,7163282,7163457,"fixation",175,13
"1643",1643,31,7163509,7163684,"fixation",175,13
"1646",1646,31,7163736,7163914,"fixation",178,13
"1647",1647,32,7484866,7484973,"fixation",107,13
"1650",1650,32,7485086,7485229,"fixation",143,13
"1653",1653,32,7485275,7485463,"fixation",188,13
"1656",1656,32,7485491,7485600,"fixation",109,13
"1659",1659,32,7485632,7485712,"fixation",80,13
"1662",1662,32,7485779,7485867,"fixation",88,13
"1665",1665,32,7485928,7486217,"fixation",289,13
"1668",1668,32,7486282,7486326,"fixation",44,13
"1669",1669,33,7314976,7315054,"fixation",78,13
"1672",1672,33,7315121,7315356,"fixation",235,13
"1675",1675,33,7315399,7315505,"fixation",106,13
"1678",1678,33,7315564,7315800,"fixation",236,13
"1681",1681,33,7315838,7315961,"fixation",123,13
"1684",1684,33,7316034,7316175,"fixation",141,13
"1687",1687,33,7316236,7316339,"fixation",103,13
"1689",1689,33,7316369,7316483,"fixation",114,13
"1692",1692,33,7316579,7316684,"fixation",105,13
"1694",1694,33,7316708,7316802,"fixation",94,13
"1699",1699,33,7317071,7317167,"fixation",96,13
"1705",1705,33,7317486,7317543,"fixation",57,13
"1709",1709,33,7317782,7317989,"fixation",207,13
"1714",1714,33,7318192,7318276,"fixation",84,13
"1717",1717,33,7318336,7318466,"fixation",130,13
"1720",1720,33,7318528,7318615,"fixation",87,13
"1723",1723,33,7318693,7318731,"fixation",38,13
"1724",1724,34,7285188,7285347,"fixation",159,13
"1727",1727,34,7285409,7285515,"fixation",106,13
"1730",1730,34,7285560,7285863,"fixation",303,13
"1733",1733,34,7285903,7285937,"fixation",34,13
"1736",1736,34,7285998,7286025,"fixation",27,13
"1739",1739,34,7286084,7286196,"fixation",112,13
"1742",1742,34,7286250,7286532,"fixation",282,13
"1744",1744,34,7286686,7286811,"fixation",125,13
"1745",1745,35,7189431,7189511,"fixation",80,13
"1748",1748,35,7189552,7189639,"fixation",87,13
"1751",1751,35,7189707,7190054,"fixation",347,13
"1756",1756,35,7190246,7190344,"fixation",98,13
"1759",1759,35,7190413,7190548,"fixation",135,13
"1762",1762,35,7190599,7190763,"fixation",164,13
"1765",1765,35,7190826,7190938,"fixation",112,13
"1766",1766,36,7408467,7408550,"fixation",83,13
"1769",1769,36,7408655,7408724,"fixation",69,13
"1771",1771,36,7408763,7408842,"fixation",79,13
"1773",1773,36,7408869,7409055,"fixation",186,13
"1776",1776,36,7409117,7409233,"fixation",116,13
"1779",1779,36,7409293,7409417,"fixation",124,13
"1782",1782,36,7409477,7409709,"fixation",232,13
"1785",1785,36,7409775,7410021,"fixation",246,13
"1790",1790,36,7410112,7410341,"fixation",229,13
"1791",1791,37,7288629,7288718,"fixation",89,13
"1794",1794,37,7288771,7288791,"fixation",20,13
"1797",1797,37,7288843,7289037,"fixation",194,13
"1800",1800,37,7289075,7289621,"fixation",546,13
"1803",1803,37,7289684,7289768,"fixation",84,13
"1806",1806,37,7289830,7290038,"fixation",208,13
"1808",1808,37,7290160,7290331,"fixation",171,13
"1810",1810,38,7203325,7203614,"fixation",289,13
"1813",1813,38,7203658,7203911,"fixation",253,13
"1816",1816,38,7203961,7204097,"fixation",136,13
"1819",1819,38,7204151,7204257,"fixation",106,13
"1822",1822,38,7204308,7204474,"fixation",166,13
"1825",1825,38,7204512,7204647,"fixation",135,13
"1829",1829,39,7329891,7329984,"fixation",93,13
"1832",1832,39,7330060,7330184,"fixation",124,13
"1835",1835,39,7330226,7330375,"fixation",149,13
"1838",1838,39,7330413,7330498,"fixation",85,13
"1841",1841,39,7330565,7330639,"fixation",74,13
"1844",1844,39,7330709,7330945,"fixation",236,13
"1847",1847,39,7330994,7331086,"fixation",92,13
"1850",1850,39,7331152,7331459,"fixation",307,13
"1852",1852,40,7477662,7478032,"fixation",370,13
"1855",1855,40,7478063,7478406,"fixation",343,13
"1858",1858,40,7478447,7478525,"fixation",78,13
"1861",1861,40,7478590,7478686,"fixation",96,13
"1864",1864,40,7478741,7478882,"fixation",141,13
"1867",1867,40,7478945,7478982,"fixation",37,13
"1868",1868,1,10564446,10564600,"fixation",154,14
"1871",1871,1,10564677,10564741,"fixation",64,14
"1874",1874,1,10564792,10565379,"fixation",587,14
"1878",1878,1,10565614,10565819,"fixation",205,14
"1881",1881,1,10565881,10566023,"fixation",142,14
"1884",1884,1,10566079,10566295,"fixation",216,14
"1886",1886,1,10566331,10566479,"fixation",148,14
"1887",1887,2,10394863,10394977,"fixation",114,14
"1892",1892,2,10395151,10395242,"fixation",91,14
"1895",1895,2,10395280,10395906,"fixation",626,14
"1898",1898,2,10395956,10396019,"fixation",63,14
"1903",1903,2,10396214,10396328,"fixation",114,14
"1906",1906,2,10396375,10396529,"fixation",154,14
"1908",1908,2,10396558,10396773,"fixation",215,14
"1911",1911,2,10396832,10396929,"fixation",97,14
"1913",1913,2,10396990,10397101,"fixation",111,14
"1914",1914,3,10467786,10467930,"fixation",144,14
"1917",1917,3,10468180,10468939,"fixation",759,14
"1919",1919,3,10468979,10469120,"fixation",141,14
"1922",1922,3,10469168,10469290,"fixation",122,14
"1926",1926,3,10469538,10469845,"fixation",307,14
"1927",1927,4,10559303,10559415,"fixation",112,14
"1931",1931,4,10559593,10559715,"fixation",122,14
"1934",1934,4,10559767,10560025,"fixation",258,14
"1937",1937,4,10560058,10560293,"fixation",235,14
"1941",1941,4,10560488,10560591,"fixation",103,14
"1944",1944,4,10560647,10560903,"fixation",256,14
"1947",1947,4,10560959,10561127,"fixation",168,14
"1948",1948,5,10652178,10652321,"fixation",143,14
"1951",1951,5,10652478,10652577,"fixation",99,14
"1954",1954,5,10652610,10653092,"fixation",482,14
"1957",1957,5,10653163,10653333,"fixation",170,14
"1960",1960,5,10653382,10653549,"fixation",167,14
"1963",1963,5,10653602,10653761,"fixation",159,14
"1966",1966,5,10654015,10654123,"fixation",108,14
"1969",1969,5,10654172,10654338,"fixation",166,14
"1972",1972,5,10654366,10654473,"fixation",107,14
"1975",1975,5,10654528,10654675,"fixation",147,14
"1978",1978,5,10654706,10654798,"fixation",92,14
"1980",1980,5,10654835,10654947,"fixation",112,14
"1983",1983,5,10655000,10655049,"fixation",49,14
"1985",1985,6,10436048,10436259,"fixation",211,14
"1989",1989,6,10436435,10436951,"fixation",516,14
"1992",1992,6,10437005,10437089,"fixation",84,14
"1995",1995,6,10437142,10437253,"fixation",111,14
"1998",1998,6,10437302,10437405,"fixation",103,14
"2001",2001,6,10437457,10437565,"fixation",108,14
"2004",2004,6,10437763,10437838,"fixation",75,14
"2006",2006,7,10660307,10660466,"fixation",159,14
"2009",2009,7,10660522,10660629,"fixation",107,14
"2012",2012,7,10660674,10661276,"fixation",602,14
"2015",2015,7,10661352,10661482,"fixation",130,14
"2018",2018,7,10661675,10661748,"fixation",73,14
"2021",2021,7,10661794,10661889,"fixation",95,14
"2024",2024,7,10661952,10662058,"fixation",106,14
"2027",2027,7,10662111,10662197,"fixation",86,14
"2030",2030,7,10662229,10662335,"fixation",106,14
"2033",2033,8,10619428,10619608,"fixation",180,14
"2036",2036,8,10619678,10619827,"fixation",149,14
"2039",2039,8,10619877,10620464,"fixation",587,14
"2042",2042,8,10620519,10620620,"fixation",101,14
"2045",2045,8,10620762,10620950,"fixation",188,14
"2048",2048,8,10620991,10621107,"fixation",116,14
"2051",2051,8,10621144,10621315,"fixation",171,14
"2054",2054,8,10621373,10621453,"fixation",80,14
"2056",2056,8,10621493,10621568,"fixation",75,14
"2057",2057,9,10554587,10554815,"fixation",228,14
"2061",2061,9,10555330,10555474,"fixation",144,14
"2063",2063,9,10555519,10555912,"fixation",393,14
"2065",2065,9,10555952,10556086,"fixation",134,14
"2070",2070,9,10556417,10556501,"fixation",84,14
"2072",2072,9,10556534,10556690,"fixation",156,14
